yy,gear,area,flag,lat_short,lon_short,school,alb_mt,bet_mt,skj_mt,yft_mt,lat5,lon5
2019,S,WN,JP,35N,130E,6,0,0,0.036,0,37.5,132.5
2020,S,WN,JP,35N,130E,6,0,0,0,0,37.5,132.5
2000,S,EN,EP,00N,130W,6,0,0,0,4188,2.5,232.5
2001,S,EN,EP,00N,130W,6,0,5,0,144,2.5,232.5
2002,S,EN,EP,00N,130W,6,0,0,0,165,2.5,232.5
2003,S,EN,EP,00N,130W,6,0,0,0,559,2.5,232.5
2004,S,EN,EP,00N,130W,6,0,0,0,22,2.5,232.5
2005,S,EN,EP,00N,130W,6,0,0,2,364,2.5,232.5
2006,S,EN,EP,00N,130W,6,0,0,0,651,2.5,232.5
2007,S,EN,EP,00N,130W,6,0,0,0,859,2.5,232.5
2008,S,EN,EP,00N,130W,6,0,0,3,2071,2.5,232.5
2009,S,EN,EP,00N,130W,6,0,0,19,2314,2.5,232.5
2010,S,EN,EP,00N,130W,6,0,0,0,73,2.5,232.5
2011,S,EN,EP,00N,130W,6,0,0,0,1552,2.5,232.5
2012,S,EN,EP,00N,130W,6,0,0,1,2678,2.5,232.5
2013,S,EN,EP,00N,130W,6,0,0,0,58,2.5,232.5
2014,S,EN,EP,00N,130W,6,0,0,0,226,2.5,232.5
2015,S,EN,EP,00N,130W,6,0,0,0,3281,2.5,232.5
2016,S,EN,EP,00N,130W,6,0,0,0,88,2.5,232.5
2017,S,EN,EP,00N,130W,6,0,0,0,1049,2.5,232.5
2000,S,EN,EP,05N,130W,6,0,0,2,2886,7.5,232.5
2001,S,EN,EP,05N,130W,6,0,0,5,4746,7.5,232.5
2002,S,EN,EP,05N,130W,6,0,0,38,5271,7.5,232.5
2003,S,EN,EP,05N,130W,6,0,0,351,7588,7.5,232.5
2004,S,EN,EP,05N,130W,6,0,0,5,1312,7.5,232.5
2005,S,EN,EP,05N,130W,6,0,0,195,2672,7.5,232.5
2006,S,EN,EP,05N,130W,6,0,0,74,2101,7.5,232.5
2007,S,EN,EP,05N,130W,6,0,0,42,2488,7.5,232.5
2008,S,EN,EP,05N,130W,6,0,0,148,5369,7.5,232.5
2009,S,EN,EP,05N,130W,6,0,0,27,4437,7.5,232.5
2010,S,EN,EP,05N,130W,6,0,0,19,3375,7.5,232.5
2011,S,EN,EP,05N,130W,6,0,2,16,3549,7.5,232.5
2012,S,EN,EP,05N,130W,6,0,0,97,3502,7.5,232.5
2013,S,EN,EP,05N,130W,6,0,0,6,1779,7.5,232.5
2014,S,EN,EP,05N,130W,6,0,0,28,7677,7.5,232.5
2015,S,EN,EP,05N,130W,6,0,0,79,5871,7.5,232.5
2016,S,EN,EP,05N,130W,6,0,0,14,778,7.5,232.5
2017,S,EN,EP,05N,130W,6,0,0,31,1241,7.5,232.5
2005,S,ES,EP,05S,130W,6,0,0,0,4,-2.5,232.5
2007,S,ES,EP,05S,130W,6,0,0,0,73,-2.5,232.5
2009,S,ES,EP,05S,130W,6,0,0,0,23,-2.5,232.5
2010,S,ES,EP,05S,130W,6,0,0,0,25,-2.5,232.5
2011,S,ES,EP,05S,130W,6,0,0,0,557,-2.5,232.5
2012,S,ES,EP,05S,130W,6,0,0,0,1386,-2.5,232.5
2013,S,ES,EP,05S,130W,6,0,0,0,212,-2.5,232.5
2014,S,ES,EP,05S,130W,6,0,0,0,104,-2.5,232.5
2015,S,ES,EP,05S,130W,6,0,0,0,85,-2.5,232.5
2016,S,ES,EP,05S,130W,6,0,0,1,1217,-2.5,232.5
2017,S,ES,EP,05S,130W,6,0,0,0,3787,-2.5,232.5
2000,S,EN,EP,10N,130W,6,0,0,2,2865,12.5,232.5
2001,S,EN,EP,10N,130W,6,0,0,10,2445,12.5,232.5
2002,S,EN,EP,10N,130W,6,0,0,9,2422,12.5,232.5
2003,S,EN,EP,10N,130W,6,0,0,40,2974,12.5,232.5
2004,S,EN,EP,10N,130W,6,0,0,251,4411,12.5,232.5
2005,S,EN,EP,10N,130W,6,0,0,461,1684,12.5,232.5
2006,S,EN,EP,10N,130W,6,0,0,172,2022,12.5,232.5
2007,S,EN,EP,10N,130W,6,0,0,59,2253,12.5,232.5
2008,S,EN,EP,10N,130W,6,0,0,63,4138,12.5,232.5
2009,S,EN,EP,10N,130W,6,0,0,51,4184,12.5,232.5
2010,S,EN,EP,10N,130W,6,0,0,138,1824,12.5,232.5
2011,S,EN,EP,10N,130W,6,0,0,5,861,12.5,232.5
2012,S,EN,EP,10N,130W,6,0,0,227,981,12.5,232.5
2013,S,EN,EP,10N,130W,6,0,0,222,6044,12.5,232.5
2014,S,EN,EP,10N,130W,6,0,0,88,5393,12.5,232.5
2015,S,EN,EP,10N,130W,6,0,0,91,1735,12.5,232.5
2016,S,EN,EP,10N,130W,6,0,0,35,794,12.5,232.5
2017,S,EN,EP,10N,130W,6,0,0,6,2207,12.5,232.5
2007,S,ES,EP,10S,130W,6,0,0,2,11,-7.5,232.5
2017,S,ES,EP,10S,130W,6,0,0,0,9,-7.5,232.5
2005,S,EN,EP,15N,130W,6,0,0,37,100,17.5,232.5
2006,S,EN,EP,15N,130W,6,0,0,1,156,17.5,232.5
2009,S,EN,EP,15N,130W,6,0,0,10,289,17.5,232.5
2011,S,EN,EP,15N,130W,6,0,0,0,17,17.5,232.5
2012,S,EN,EP,15N,130W,6,0,0,0,46,17.5,232.5
2014,S,EN,EP,15N,130W,6,0,0,31,352,17.5,232.5
2015,S,EN,EP,15N,130W,6,0,0,16,882,17.5,232.5
2016,S,EN,EP,15N,130W,6,0,0,1,399,17.5,232.5
2017,S,EN,EP,15N,130W,6,0,0,0,6,17.5,232.5
2009,S,EN,EP,20N,130W,6,0,0,2,28,22.5,232.5
2014,S,EN,EP,20N,130W,6,0,0,3,92,22.5,232.5
2015,S,EN,EP,20N,130W,6,0,0,15,365,22.5,232.5
2016,S,EN,EP,20N,130W,6,0,0,31,154,22.5,232.5
2015,S,EN,EP,25N,130W,6,0,0,127,116,27.5,232.5
2003,S,WN,JP,00N,135E,6,0,1.081,15.708,17.212,2.5,137.5
2008,S,WN,JP,00N,135E,6,0,1.862,25.23,41.908,2.5,137.5
2018,S,WN,JP,00N,135E,6,0,0.013,0.273,0.414,2.5,137.5
2005,S,WN,KI,00N,135E,6,0,2.641,21.828,52.047,2.5,137.5
2003,S,WN,KR,00N,135E,6,0,0,0,0,2.5,137.5
2017,S,WN,PG,00N,135E,6,0,0.597,17.862,34.901,2.5,137.5
2000,S,WN,PH,00N,135E,6,0,0,0.168,0.126,2.5,137.5
2007,S,WN,PH,00N,135E,6,0,4.456,134.472,126.947,2.5,137.5
2008,S,WN,PH,00N,135E,6,0,1.041,21.84,29.526,2.5,137.5
2009,S,WN,PH,00N,135E,6,0,0.322,58.698,17.771,2.5,137.5
2010,S,WN,PH,00N,135E,6,0,8.384,266.734,262.583,2.5,137.5
2011,S,WN,PH,00N,135E,6,0,3.075,84.549,104.527,2.5,137.5
2012,S,WN,PH,00N,135E,6,0,3.091,81.708,116.007,2.5,137.5
2013,S,WN,PH,00N,135E,6,0,0.448,9.411,12.439,2.5,137.5
2014,S,WN,PH,00N,135E,6,0,1.489,23.863,11.509,2.5,137.5
2016,S,WN,PH,00N,135E,6,0,5.993,199.746,95.48,2.5,137.5
2017,S,WN,PH,00N,135E,6,0,19.924,241.334,162.451,2.5,137.5
2018,S,WN,PH,00N,135E,6,0,75.412,444.72,277.029,2.5,137.5
2019,S,WN,PH,00N,135E,6,0,5.525,66.825,69.509,2.5,137.5
2020,S,WN,PH,00N,135E,6,0,0.769,19.284,11.543,2.5,137.5
2014,S,WN,JP,05N,135E,6,0,5.915,235.259,30.826,7.5,137.5
2017,S,WN,JP,05N,135E,6,0,26.459,395.422,267.117,7.5,137.5
2018,S,WN,JP,05N,135E,6,0,0.879,138.64,22.828,7.5,137.5
2019,S,WN,JP,05N,135E,6,0,0.792,48.455,21.753,7.5,137.5
2020,S,WN,JP,05N,135E,6,0,0,49.522,0.478,7.5,137.5
2003,S,WN,KR,05N,135E,6,0,0,0,0,7.5,137.5
2000,S,WS,ID,05S,135E,6,0,1.914,15.543,8.701,-2.5,137.5
2001,S,WS,ID,05S,135E,6,0,0,2.607,4.466,-2.5,137.5
2002,S,WS,ID,05S,135E,6,0,0,3.773,3.322,-2.5,137.5
2003,S,WS,ID,05S,135E,6,0,1.529,7.59,4.235,-2.5,137.5
2004,S,WS,ID,05S,135E,6,0,0.231,6.182,4.103,-2.5,137.5
2005,S,WS,ID,05S,135E,6,0,0.066,4.708,12.001,-2.5,137.5
2006,S,WS,ID,05S,135E,6,0,0,4.851,3.861,-2.5,137.5
2007,S,WS,ID,05S,135E,6,0,0.264,9.262,15.554,-2.5,137.5
2008,S,WS,ID,05S,135E,6,0,0.341,9.724,32.648,-2.5,137.5
2009,S,WS,ID,05S,135E,6,0,0.341,16.28,21.813,-2.5,137.5
2010,S,WS,ID,05S,135E,6,0,19.173,463.331,21.274,-2.5,137.5
2011,S,WS,ID,05S,135E,6,0,0.099,18.546,12.969,-2.5,137.5
2012,S,WS,ID,05S,135E,6,0,0.451,23.221,24.937,-2.5,137.5
2013,S,WS,ID,05S,135E,6,0,2.497,35.189,58.729,-2.5,137.5
2014,S,WS,ID,05S,135E,6,0,0,13.706,12.265,-2.5,137.5
2015,S,WS,ID,05S,135E,6,0,7.689,41.745,27.676,-2.5,137.5
2016,S,WS,ID,05S,135E,6,0,3.014,121.869,63.03,-2.5,137.5
2017,S,WS,ID,05S,135E,6,0,1.76,160.589,266.541,-2.5,137.5
2018,S,WS,ID,05S,135E,6,0,6.435,66.407,94.952,-2.5,137.5
2019,S,WS,ID,05S,135E,6,0,3.817,147.433,90.024,-2.5,137.5
2020,S,WS,ID,05S,135E,6,0,1.353,86.306,62.326,-2.5,137.5
2006,S,WN,JP,25N,135E,6,0,0,0.164,0.026,27.5,137.5
2010,S,WN,JP,25N,135E,6,0,0,0.024,0,27.5,137.5
2017,S,WN,JP,25N,135E,6,0,0,0.953,0,27.5,137.5
2002,S,WN,JP,30N,135E,6,0,0,0,0,32.5,137.5
2003,S,WN,JP,30N,135E,6,0,0,0,0.023,32.5,137.5
2004,S,WN,JP,30N,135E,6,0,0,1,3,32.5,137.5
2006,S,WN,JP,30N,135E,6,0,0,0.553,1.565,32.5,137.5
2009,S,WN,JP,30N,135E,6,0,0,0.582,16.765,32.5,137.5
2010,S,WN,JP,30N,135E,6,0,0,0.464,1.748,32.5,137.5
2011,S,WN,JP,30N,135E,6,0,0,0.859,0.922,32.5,137.5
2012,S,WN,JP,30N,135E,6,0,0,20,40.041,32.5,137.5
2015,S,WN,JP,30N,135E,6,0,0.237,14.715,3.072,32.5,137.5
2016,S,WN,JP,30N,135E,6,0,2.767,4.241,32.68,32.5,137.5
2017,S,WN,JP,30N,135E,6,0,0,12.069,3.431,32.5,137.5
2018,S,WN,JP,30N,135E,6,0,0,0.324,5.004,32.5,137.5
2019,S,WN,JP,30N,135E,6,0,0,3.106,3.19,32.5,137.5
2020,S,WN,JP,30N,135E,6,0,0,1.307,7.842,32.5,137.5
2004,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2005,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2006,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2008,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2009,S,WN,JP,35N,135E,6,0,0,0.01,0,37.5,137.5
2010,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2011,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2012,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2013,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2015,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2016,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2017,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2018,S,WN,JP,35N,135E,6,0,0,0.007,0,37.5,137.5
2019,S,WN,JP,35N,135E,6,0,0,0,0.001,37.5,137.5
2020,S,WN,JP,35N,135E,6,0,0,0,0,37.5,137.5
2000,S,EN,EP,00N,135W,6,0,0,0,628,2.5,227.5
2005,S,EN,EP,00N,135W,6,0,0,0,130,2.5,227.5
2006,S,EN,EP,00N,135W,6,0,0,0,50,2.5,227.5
2007,S,EN,EP,00N,135W,6,0,0,0,42,2.5,227.5
2008,S,EN,EP,00N,135W,6,0,0,0,1136,2.5,227.5
2009,S,EN,EP,00N,135W,6,0,0,12,1603,2.5,227.5
2010,S,EN,EP,00N,135W,6,0,0,0,15,2.5,227.5
2011,S,EN,EP,00N,135W,6,0,0,1,1836,2.5,227.5
2012,S,EN,EP,00N,135W,6,0,0,0,2303,2.5,227.5
2013,S,EN,EP,00N,135W,6,0,0,0,21,2.5,227.5
2014,S,EN,EP,00N,135W,6,0,0,0,869,2.5,227.5
2015,S,EN,EP,00N,135W,6,0,0,0,455,2.5,227.5
2016,S,EN,EP,00N,135W,6,0,0,0,0,2.5,227.5
2017,S,EN,EP,00N,135W,6,0,0,0,3046,2.5,227.5
2000,S,EN,EP,05N,135W,6,0,0,0,2913,7.5,227.5
2001,S,EN,EP,05N,135W,6,0,0,13,2468,7.5,227.5
2002,S,EN,EP,05N,135W,6,0,0,10,966,7.5,227.5
2003,S,EN,EP,05N,135W,6,0,0,105,6464,7.5,227.5
2004,S,EN,EP,05N,135W,6,0,0,16,2181,7.5,227.5
2005,S,EN,EP,05N,135W,6,0,0,97,1932,7.5,227.5
2006,S,EN,EP,05N,135W,6,0,0,0,2312,7.5,227.5
2007,S,EN,EP,05N,135W,6,0,0,31,2847,7.5,227.5
2008,S,EN,EP,05N,135W,6,0,0,5,2615,7.5,227.5
2009,S,EN,EP,05N,135W,6,0,0,0,1736,7.5,227.5
2010,S,EN,EP,05N,135W,6,0,0,8,2711,7.5,227.5
2011,S,EN,EP,05N,135W,6,0,0,2,1784,7.5,227.5
2012,S,EN,EP,05N,135W,6,0,0,6,4781,7.5,227.5
2013,S,EN,EP,05N,135W,6,0,0,0,1512,7.5,227.5
2014,S,EN,EP,05N,135W,6,0,0,63,4902,7.5,227.5
2015,S,EN,EP,05N,135W,6,0,2,121,5279,7.5,227.5
2016,S,EN,EP,05N,135W,6,0,0,3,1670,7.5,227.5
2017,S,EN,EP,05N,135W,6,0,0,6,2864,7.5,227.5
2007,S,ES,EP,05S,135W,6,0,0,4,13,-2.5,227.5
2011,S,ES,EP,05S,135W,6,0,0,0,19,-2.5,227.5
2012,S,ES,EP,05S,135W,6,0,0,0,24,-2.5,227.5
2015,S,ES,EP,05S,135W,6,0,0,0,22,-2.5,227.5
2016,S,ES,EP,05S,135W,6,0,0,0,3,-2.5,227.5
2017,S,ES,EP,05S,135W,6,0,0,0,574,-2.5,227.5
2000,S,EN,EP,10N,135W,6,0,0,0,3359,12.5,227.5
2001,S,EN,EP,10N,135W,6,0,0,26,1756,12.5,227.5
2002,S,EN,EP,10N,135W,6,0,0,5,1041,12.5,227.5
2003,S,EN,EP,10N,135W,6,0,0,52,1277,12.5,227.5
2004,S,EN,EP,10N,135W,6,0,0,41,2453,12.5,227.5
2005,S,EN,EP,10N,135W,6,0,0,28,512,12.5,227.5
2006,S,EN,EP,10N,135W,6,0,0,6,642,12.5,227.5
2007,S,EN,EP,10N,135W,6,0,0,0,378,12.5,227.5
2008,S,EN,EP,10N,135W,6,0,0,35,2458,12.5,227.5
2009,S,EN,EP,10N,135W,6,0,0,3,9178,12.5,227.5
2010,S,EN,EP,10N,135W,6,0,0,9,805,12.5,227.5
2011,S,EN,EP,10N,135W,6,0,0,0,636,12.5,227.5
2012,S,EN,EP,10N,135W,6,0,0,2,1106,12.5,227.5
2013,S,EN,EP,10N,135W,6,0,0,43,4823,12.5,227.5
2014,S,EN,EP,10N,135W,6,0,0,4,2636,12.5,227.5
2015,S,EN,EP,10N,135W,6,0,0,98,4033,12.5,227.5
2016,S,EN,EP,10N,135W,6,0,0,9,1680,12.5,227.5
2017,S,EN,EP,10N,135W,6,0,0,42,2645,12.5,227.5
2011,S,EN,EP,15N,135W,6,0,0,0,29,17.5,227.5
2015,S,EN,EP,15N,135W,6,0,0,0,154,17.5,227.5
2003,S,WN,CN,00N,140E,6,0,0.1,2.951,1.522,2.5,142.5
2005,S,WN,CN,00N,140E,6,0,0.001,0.006,0.011,2.5,142.5
2016,S,WN,CN,00N,140E,6,0,0.087,0.932,1.547,2.5,142.5
2005,S,WN,FM,00N,140E,6,0,0,0.002,0.005,2.5,142.5
2003,S,WN,JP,00N,140E,6,0,4.027,101.197,52.776,2.5,142.5
2005,S,WN,JP,00N,140E,6,0,0.736,7.079,8.186,2.5,142.5
2006,S,WN,JP,00N,140E,6,0,0,0,0,2.5,142.5
2007,S,WN,JP,00N,140E,6,0,3.657,95.559,47.785,2.5,142.5
2008,S,WN,JP,00N,140E,6,0,0.404,23.915,4.681,2.5,142.5
2009,S,WN,JP,00N,140E,6,0,0.628,28.393,11.979,2.5,142.5
2010,S,WN,JP,00N,140E,6,0,67.068,656.173,139.878,2.5,142.5
2012,S,WN,JP,00N,140E,6,0,6.223,66.265,10.512,2.5,142.5
2013,S,WN,JP,00N,140E,6,0,4.505,114.274,9.22,2.5,142.5
2014,S,WN,JP,00N,140E,6,0,7.845,142.204,18.952,2.5,142.5
2015,S,WN,JP,00N,140E,6,0,7.928,274.618,70.454,2.5,142.5
2016,S,WN,JP,00N,140E,6,0,22.942,232.634,146.326,2.5,142.5
2017,S,WN,JP,00N,140E,6,0,40.063,702.651,331.428,2.5,142.5
2018,S,WN,JP,00N,140E,6,0,204.435,551.101,464.459,2.5,142.5
2019,S,WN,JP,00N,140E,6,0,139.337,374.803,145.86,2.5,142.5
2020,S,WN,JP,00N,140E,6,0,21.501,352.548,196.05,2.5,142.5
2002,S,WN,KI,00N,140E,6,0,4.643,42.968,44.994,2.5,142.5
2005,S,WN,KI,00N,140E,6,0,8.802,36.67,96.628,2.5,142.5
2011,S,WN,KI,00N,140E,6,0,0,9.46,0.09,2.5,142.5
2003,S,WN,KR,00N,140E,6,0,0.064,1.156,0.965,2.5,142.5
2005,S,WN,PG,00N,140E,6,0,0.26,4.841,3.873,2.5,142.5
2007,S,WN,PG,00N,140E,6,0,0.003,0.035,0.048,2.5,142.5
2008,S,WN,PG,00N,140E,6,0,0.04,3.266,0.894,2.5,142.5
2009,S,WN,PG,00N,140E,6,0,9.586,81.632,213.783,2.5,142.5
2012,S,WN,PG,00N,140E,6,0,5.266,10.998,4.191,2.5,142.5
2013,S,WN,PG,00N,140E,6,0,0.209,4.852,6.439,2.5,142.5
2014,S,WN,PG,00N,140E,6,0,18.986,65.427,28.474,2.5,142.5
2017,S,WN,PG,00N,140E,6,0,0.009,269.884,92.484,2.5,142.5
2010,S,WN,PH,00N,140E,6,0,1.425,7.337,2.438,2.5,142.5
2011,S,WN,PH,00N,140E,6,0,0,30.872,1.588,2.5,142.5
2012,S,WN,PH,00N,140E,6,0,0,0,0,2.5,142.5
2016,S,WN,PH,00N,140E,6,0,25.17,137.554,55.295,2.5,142.5
2003,S,WN,TW,00N,140E,6,0,0,0,0,2.5,142.5
2003,S,WN,US,00N,140E,6,0,0,0,0,2.5,142.5
2017,S,WN,US,00N,140E,6,0,0,0,0,2.5,142.5
2003,S,WN,FM,05N,140E,6,0,0,0,0,7.5,142.5
2003,S,WN,JP,05N,140E,6,0,0.84,42.56,12.6,7.5,142.5
2010,S,WN,JP,05N,140E,6,0,0,0,0,7.5,142.5
2014,S,WN,JP,05N,140E,6,0,0.073,8.372,0.555,7.5,142.5
2015,S,WN,JP,05N,140E,6,0,0,71.848,8.152,7.5,142.5
2017,S,WN,JP,05N,140E,6,0,20.5,215.526,70.073,7.5,142.5
2018,S,WN,JP,05N,140E,6,0,51.859,784.37,283.311,7.5,142.5
2019,S,WN,JP,05N,140E,6,0,0,8.306,0.694,7.5,142.5
2005,S,WN,KI,05N,140E,6,0,3.398,20.119,42.07,7.5,142.5
2003,S,WN,KR,05N,140E,6,0,0.003,0.23,0.052,7.5,142.5
2003,S,WS,CN,05S,140E,6,0,0,0.047,0.017,-2.5,142.5
2016,S,WS,CN,05S,140E,6,0,0,2.392,4.058,-2.5,142.5
2010,S,WS,ID,05S,140E,6,0,1.563,100.314,24.323,-2.5,142.5
2006,S,WS,JP,05S,140E,6,0,2.493,18.128,43.481,-2.5,142.5
2007,S,WS,JP,05S,140E,6,0,0.214,19.026,3.76,-2.5,142.5
2010,S,WS,JP,05S,140E,6,0,0.647,21.101,18.252,-2.5,142.5
2011,S,WS,JP,05S,140E,6,0,0,22.04,0,-2.5,142.5
2012,S,WS,JP,05S,140E,6,0,0.15,14.027,0.823,-2.5,142.5
2014,S,WS,JP,05S,140E,6,0,3.259,161.148,60.594,-2.5,142.5
2015,S,WS,JP,05S,140E,6,0,0.189,7.504,2.307,-2.5,142.5
2016,S,WS,JP,05S,140E,6,0,3.915,34.785,66.299,-2.5,142.5
2017,S,WS,JP,05S,140E,6,0,0.439,25.256,33.305,-2.5,142.5
2019,S,WS,JP,05S,140E,6,0,4.434,169.236,83.397,-2.5,142.5
2020,S,WS,JP,05S,140E,6,0,2.743,104.184,70.072,-2.5,142.5
2000,S,WS,KI,05S,140E,6,0,0,0,0,-2.5,142.5
2011,S,WS,KI,05S,140E,6,0,0,0.328,0.023,-2.5,142.5
2012,S,WS,KI,05S,140E,6,0,1.881,134.519,50.468,-2.5,142.5
2008,S,WS,KR,05S,140E,6,0,0,0,0,-2.5,142.5
2000,S,WS,PG,05S,140E,6,0,0,0,0,-2.5,142.5
2004,S,WS,PG,05S,140E,6,0,0.337,5.479,11.572,-2.5,142.5
2007,S,WS,PG,05S,140E,6,0,0,0,0,-2.5,142.5
2008,S,WS,PG,05S,140E,6,0,0.167,2.497,1.265,-2.5,142.5
2011,S,WS,PG,05S,140E,6,0,0,0,0,-2.5,142.5
2012,S,WS,PG,05S,140E,6,0,0,0,0,-2.5,142.5
2013,S,WS,PG,05S,140E,6,0,27.159,280.455,210.501,-2.5,142.5
2014,S,WS,PG,05S,140E,6,0,0.956,8.636,5.081,-2.5,142.5
2016,S,WS,PG,05S,140E,6,0,1.719,10.616,11.152,-2.5,142.5
2017,S,WS,PG,05S,140E,6,0,8.632,152.503,210.207,-2.5,142.5
2020,S,WS,PG,05S,140E,6,0,3.431,22.62,213.738,-2.5,142.5
2008,S,WS,PH,05S,140E,6,0,8.443,110.617,50.845,-2.5,142.5
2009,S,WS,PH,05S,140E,6,0,2.852,69.758,43.753,-2.5,142.5
2010,S,WS,PH,05S,140E,6,0,39.327,440.478,223.845,-2.5,142.5
2011,S,WS,PH,05S,140E,6,0,1.68,95.437,18.404,-2.5,142.5
2012,S,WS,PH,05S,140E,6,0,16.856,183.523,68.168,-2.5,142.5
2014,S,WS,PH,05S,140E,6,0,13.936,24.23,20.42,-2.5,142.5
2016,S,WS,PH,05S,140E,6,0,0,0,0,-2.5,142.5
2017,S,WS,PH,05S,140E,6,0,0.121,0.518,0.071,-2.5,142.5
2019,S,WN,JP,10N,140E,6,0,0.431,49.963,0.921,12.5,142.5
2001,S,WN,KR,10N,140E,6,0,0,0,0,12.5,142.5
2010,S,WN,JP,20N,140E,6,0,8,0,7,22.5,142.5
2008,S,WN,JP,25N,140E,6,0,0,6.9,0,27.5,142.5
2010,S,WN,JP,25N,140E,6,0,11,8,10,27.5,142.5
2015,S,WN,JP,25N,140E,6,0,0.179,0.396,0.093,27.5,142.5
2016,S,WN,JP,25N,140E,6,0,0.109,0.286,0.264,27.5,142.5
2000,S,WN,JP,30N,140E,6,0,30.6,104.4,56.2,32.5,142.5
2001,S,WN,JP,30N,140E,6,0,9.7,126.805,2.9,32.5,142.5
2002,S,WN,JP,30N,140E,6,0,3.8,23,10.1,32.5,142.5
2003,S,WN,JP,30N,140E,6,0,0,0.36,0.305,32.5,142.5
2004,S,WN,JP,30N,140E,6,0,6.9,110.9,1.2,32.5,142.5
2005,S,WN,JP,30N,140E,6,0,0,0,3,32.5,142.5
2006,S,WN,JP,30N,140E,6,0,8,5.94,7.704,32.5,142.5
2007,S,WN,JP,30N,140E,6,0,0,94.4,0,32.5,142.5
2008,S,WN,JP,30N,140E,6,0,52.5,357.8,391.9,32.5,142.5
2009,S,WN,JP,30N,140E,6,0,12,268.466,8.372,32.5,142.5
2010,S,WN,JP,30N,140E,6,0,30.6,113.229,88.629,32.5,142.5
2011,S,WN,JP,30N,140E,6,0,0.5,6.157,1.706,32.5,142.5
2012,S,WN,JP,30N,140E,6,0,2.3,1203.594,5.196,32.5,142.5
2013,S,WN,JP,30N,140E,6,0,0.1,92.3,9.4,32.5,142.5
2014,S,WN,JP,30N,140E,6,0,2.2,13.7,1.5,32.5,142.5
2015,S,WN,JP,30N,140E,6,0,2.437,18.204,4.874,32.5,142.5
2016,S,WN,JP,30N,140E,6,0,0.198,2.853,80.426,32.5,142.5
2017,S,WN,JP,30N,140E,6,0,2.177,44.904,12.556,32.5,142.5
2018,S,WN,JP,30N,140E,6,0,0.283,6.523,2.51,32.5,142.5
2019,S,WN,JP,30N,140E,6,0,0,0.013,1.009,32.5,142.5
2020,S,WN,JP,30N,140E,6,0,0.32,14.713,2.017,32.5,142.5
2000,S,WN,JP,35N,140E,6,0,2.6,293.2,41.4,37.5,142.5
2001,S,WN,JP,35N,140E,6,0,0.5,123.401,3,37.5,142.5
2002,S,WN,JP,35N,140E,6,0,7.2,107.3,12.424,37.5,142.5
2003,S,WN,JP,35N,140E,6,0,5.5,625.512,12.862,37.5,142.5
2004,S,WN,JP,35N,140E,6,0,0,1182.6,2.8,37.5,142.5
2005,S,WN,JP,35N,140E,6,0,0.8,876.4,2.2,37.5,142.5
2006,S,WN,JP,35N,140E,6,0,28,4454.6,178,37.5,142.5
2007,S,WN,JP,35N,140E,6,0,12.4,2009.9,44.2,37.5,142.5
2008,S,WN,JP,35N,140E,6,0,2.8,784.3,82.3,37.5,142.5
2009,S,WN,JP,35N,140E,6,0,7.8,628.663,60.088,37.5,142.5
2010,S,WN,JP,35N,140E,6,0,0.1,893.04,2.339,37.5,142.5
2011,S,WN,JP,35N,140E,6,0,1.5,25.508,0.209,37.5,142.5
2012,S,WN,JP,35N,140E,6,0,5.5,53.027,20.352,37.5,142.5
2013,S,WN,JP,35N,140E,6,0,10.3,248.1,33.4,37.5,142.5
2014,S,WN,JP,35N,140E,6,0,2.5,215,41.5,37.5,142.5
2015,S,WN,JP,35N,140E,6,0,0.911,280.817,29.479,37.5,142.5
2016,S,WN,JP,35N,140E,6,0,1.311,211.547,72.846,37.5,142.5
2017,S,WN,JP,35N,140E,6,0,8.384,506.631,251.359,37.5,142.5
2018,S,WN,JP,35N,140E,6,0,2.288,148.672,64.732,37.5,142.5
2019,S,WN,JP,35N,140E,6,0,0.51,361.046,55.724,37.5,142.5
2020,S,WN,JP,35N,140E,6,0,19,343.8,16.6,37.5,142.5
2001,S,WN,JP,40N,140E,6,0,0,0,0,42.5,142.5
2004,S,WN,JP,40N,140E,6,0,0,0,0,42.5,142.5
2010,S,WN,JP,40N,140E,6,0,0,299.8,0,42.5,142.5
2015,S,WN,JP,40N,140E,6,0,0,0,0,42.5,142.5
2016,S,WN,JP,40N,140E,6,0,0,0,0,42.5,142.5
2019,S,WN,JP,40N,140E,6,0,0,121.446,0,42.5,142.5
2007,S,EN,EP,00N,140W,6,0,0,0,4,2.5,222.5
2008,S,EN,EP,00N,140W,6,0,0,0,66,2.5,222.5
2009,S,EN,EP,00N,140W,6,0,0,0,2,2.5,222.5
2010,S,EN,EP,00N,140W,6,0,0,0,73,2.5,222.5
2011,S,EN,EP,00N,140W,6,0,0,0,1200,2.5,222.5
